"Config","Group","Name","Tags","Stars","Stackable","Description","Autospawn Type","Sprite Food Role","Icon","Notes"
"Gear/Helm/Spiral Hood (Red)","Helmet","Spiral Hood","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_hood-proto.png",""
"Gear/Helm/Spiral Pith Helm (Blue)","Helmet","Spiral Pith Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_pith.png",""
"Gear/Helm/Spiral Pith Helm (Gold)","Helmet","Spiral Pith Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_pith.png",""
"Gear/Helm/Spiral Pith Helm (Green)","Helmet","Spiral Pith Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_pith.png",""
"Gear/Helm/Spiral Pith Helm (Heavy)","Helmet","Spiral Pith Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_pith.png",""
"Gear/Helm/Spiral Pith Helm (Pink)","Helmet","Spiral Pith Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_pith.png",""
"Gear/Helm/Spiral Pith Helm (Purple)","Helmet","Spiral Pith Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_pith.png",""
"Gear/Helm/Spiral Pith Helm (Red)","Helmet","Spiral Pith Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_pith.png",""
"Gear/Helm/Spiral Round Helm (Blue)","Helmet","Spiral Round Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_valkyrie-proto.png",""
"Gear/Helm/Spiral Round Helm (Gold)","Helmet","Spiral Round Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_valkyrie-proto.png",""
"Gear/Helm/Spiral Round Helm (Green)","Helmet","Spiral Round Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_valkyrie-proto.png",""
"Gear/Helm/Spiral Round Helm (Heavy)","Helmet","Spiral Round Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_valkyrie-proto.png",""
"Gear/Helm/Spiral Round Helm (Pink)","Helmet","Spiral Round Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_valkyrie-proto.png",""
"Gear/Helm/Spiral Round Helm (Purple)","Helmet","Spiral Round Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_valkyrie-proto.png",""
"Gear/Helm/Spiral Round Helm (Red)","Helmet","Spiral Round Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_valkyrie-proto.png",""
"Gear/Helm/Spiral Sallet (Blue)","Helmet","Spiral Sallet","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_samurai.png",""
"Gear/Helm/Spiral Sallet (Gold)","Helmet","Spiral Sallet","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_samurai.png",""
"Gear/Helm/Spiral Sallet (Green)","Helmet","Spiral Sallet","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_samurai.png",""
"Gear/Helm/Spiral Sallet (Heavy)","Helmet","Spiral Sallet","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_samurai.png",""
"Gear/Helm/Spiral Sallet (Pink)","Helmet","Spiral Sallet","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_samurai.png",""
"Gear/Helm/Spiral Sallet (Purple)","Helmet","Spiral Sallet","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_samurai.png",""
"Gear/Helm/Spiral Sallet (Red)","Helmet","Spiral Sallet","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_samurai.png",""
"Gear/Helm/Spiral Tailed Helm (Blue)","Helmet","Spiral Tailed Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_doubleplume.png",""
"Gear/Helm/Spiral Tailed Helm (Gold)","Helmet","Spiral Tailed Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_doubleplume.png",""
"Gear/Helm/Spiral Tailed Helm (Green)","Helmet","Spiral Tailed Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_doubleplume.png",""
"Gear/Helm/Spiral Tailed Helm (Heavy)","Helmet","Spiral Tailed Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_doubleplume.png",""
"Gear/Helm/Spiral Tailed Helm (Pink)","Helmet","Spiral Tailed Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_doubleplume.png",""
"Gear/Helm/Spiral Tailed Helm (Purple)","Helmet","Spiral Tailed Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_doubleplume.png",""
"Gear/Helm/Spiral Tailed Helm (Red)","Helmet","Spiral Tailed Helm","",0,false,"A light helmet issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/gear/helm/recolor_doubleplume.png",""
"Gear/Helm/Circuit Breaker Helm","Helmet","Circuit Breaker Helm","sc_shock",1,false,"A Spiral Helm modified to provide additional protection against shock, at the expense of fire and freeze resistance.","GEAR","--","ui/icon/inventory/gear/helm/circuit_breaker_helm.png",""
"Gear/Helm/Emberbreak Helm","Helmet","Emberbreak Helm","sc_fire",1,false,"A Spiral Helm modified to provide additional protection against fire, at the expense of freeze and shock resistance.","GEAR","--","ui/icon/inventory/gear/helm/emberbreak_helm.png",""
"Gear/Helm/Frostbreaker Helm","Helmet","Frostbreaker Helm","sc_freeze",1,false,"A Spiral Helm modified to provide additional protection against freeze, at the expense of fire and shock resistance.","GEAR","--","ui/icon/inventory/gear/helm/frostbreaker_helm.png",""
"Gear/Helm/Ignition Helm","Helmet","Ignition Helm","",1,false,"A lightweight helmet augmented to keep a knight's head cool under pressure.","--","--","ui/icon/inventory/gear/helm/ignition_helm.png",""
"Gear/Helm/Padded Cap","Helmet","Padded Cap","",1,false,"A one size fits all light helm that is typically worn by gunslingers.","--","--","ui/icon/inventory/gear/helm/hg_padded-r1.png",""
"Gear/Helm/Spiral Scale Helm","Helmet","Spiral Scale Helm","vanilla",1,false,"A light mail helm that slightly shields oneself from piercing strikes.","GEAR","--","ui/icon/inventory/gear/helm/spiral_scale_helm.png",""
"Gear/Helm/Tri-Guard Helm","Helmet","Tri-Guard Helm","sc_fire sc_freeze sc_shock",1,false,"A special helmet designed specifically for knights on first recon of alien planets. This rugged helmet protects against a variety of harsh elements.","--","--","ui/icon/inventory/gear/helm/tri_guard_helm.png",""
"Gear/Helm/Warmaster Helm 1","Helmet","Fractured Mask of Seerus","",1,false,"A remake of a mask once worn by Warmaster Seerus of the Crimson Order.  Made from fractured mask fragments, it only somewhat resembles the original.","--","--","ui/icon/inventory/gear/helm/warmaster_helm_1.png",""
"Gear/Helm/Cobalt Helm","Helmet","Cobalt Helm","",2,false,"A high-performance helmet of the Spiral Order suitable for any adventure.","--","--","ui/icon/inventory/gear/helm/cobalt_helm.png",""
"Gear/Helm/Firebreak Helm","Helmet","Firebreak Helm","sc_fire",2,false,"An Emberbreak Helm modified to provide further protection against fire.","GEAR","--","ui/icon/inventory/gear/helm/firebreak_helm.png",""
"Gear/Helm/Icebreaker Helm","Helmet","Icebreaker Helm","sc_freeze",2,false,"A Frostbreaker Helm modified to provide further protection against freeze.","GEAR","--","ui/icon/inventory/gear/helm/icebreaker_helm.png",""
"Gear/Helm/Jelly Helm","Helmet","Jelly Helm","fam_slime",2,false,"Gelatinous headgear made from gooey guardians.","GEAR","--","ui/icon/inventory/gear/helm/jelly_helm.png",""
"Gear/Helm/Magic Hood","Helmet","Magic Hood","fam_fiend",2,false,"An enchanting hood for knights who dabble in divination and contemplate conjuring.","GEAR","--","ui/icon/inventory/gear/helm/magic_hood.png",""
"Gear/Helm/Pathfinder/Pathfinder Helm","Helmet","Pathfinder Helm","",2,false,"A helm handy for blazing trails and protecting against the bites of hungry monsters in the wild.","--","--","ui/icon/inventory/gear/helm/hg_ranger-r2.png",""
"Gear/Helm/Sentinel/Sentinel Helm","Helmet","Sentinel Helm","",2,false,"A helm imbued with the power to repel the various afflictions that knights might encounter in the line of duty.","--","--","ui/icon/inventory/gear/helm/hg_warden-r2.png",""
"Gear/Helm/Shade/Shade Helm","Helmet","Shade Helm","",2,false,"A dark matter infused helm that allows its wearer to get the drop on foes by shooting straight from the shadows.","--","--","ui/icon/inventory/gear/helm/hg_stalker-r2.png",""
"Gear/Helm/Skelly Mask","Helmet","Skelly Mask","fam_undead",2,false,"A spooky mask good for both scaring children and protecting from shadow attacks.","GEAR","--","ui/icon/inventory/gear/helm/skelly_mask.png",""
"Gear/Helm/Spiral Demo Helm","Helmet","Spiral Demo Helm","fam_gremlin",2,false,"A sturdy helm designed for use by explosively-inclined knights.","GEAR","--","ui/icon/inventory/gear/helm/spiral_demo_helm.png",""
"Gear/Helm/Spiral Plate Helm","Helmet","Spiral Plate Helm","fam_construct vanilla",2,false,"A heavyweight helm made of iron designed to withstand stunning impacts.","GEAR","--","ui/icon/inventory/gear/helm/spiral_plate_helm.png",""
"Gear/Helm/Volt Breaker Helm","Helmet","Volt Breaker Helm","sc_shock",2,false,"A Circuit Breaker Helm modified to provide further protection against shock.","GEAR","--","ui/icon/inventory/gear/helm/volt_breaker_helm.png",""
"Gear/Helm/Wolver Cap","Helmet","Wolver Cap","fam_beast",2,false,"A lively hat made from significantly less lively Wolver hide.","GEAR","--","ui/icon/inventory/gear/helm/wolver_cap.png",""
"Gear/Helm/Angelic Helm","Helmet","Angelic Helm","",3,false,"A beautiful helm made to resemble a heavenly guardian.","--","--","ui/icon/inventory/gear/helm/angelic_helm.png",""
"Gear/Helm/Black Kat Hood","Helmet","Black Kat Hood","",3,false,"A crudely hewn hood made to resemble a shadowy sapper of the ill-fated Kat Tribe.","--","--","ui/icon/inventory/gear/helm/black_kat_hood.png",""
"Gear/Helm/Blazebreak Helm","Helmet","Blazebreak Helm","sc_fire",3,false,"A reliable helmet that'll come in handy when the heat is on.","GEAR","--","ui/icon/inventory/gear/helm/blazebreak_helm.png",""
"Gear/Helm/Blizzbreaker Helm","Helmet","Blizzbreaker Helm","sc_freeze",3,false,"A reliable helmet that'll keep you from freezing up in tense situations.","GEAR","--","ui/icon/inventory/gear/helm/blizzbreaker_helm.png",""
"Gear/Helm/Boosted Plate Helm","Helmet","Boosted Plate Helm","fam_construct vanilla",3,false,"A Spiral Plate Helm with a supercharged internal power source. It's a little hard to see out of.","GEAR","--","ui/icon/inventory/gear/helm/boosted_plate_helm.png",""
"Gear/Helm/Brute Jelly Helm","Helmet","Brute Jelly Helm","fam_slime",3,false,"A hardy helm crafted from overly oppressive ooze.","GEAR","--","ui/icon/inventory/gear/helm/brute_jelly_helm.png",""
"Gear/Helm/Chroma Mask","Helmet","Chroma Mask","fam_beast",3,false,"A mask crafted from the hide of a chromalisk, offering the wearer its distinguished look.","GEAR","--","ui/icon/inventory/gear/helm/chroma_mask.png",""
"Gear/Helm/Drake Scale Helm","Helmet","Drake Scale Helm","fam_beast",3,false,"A helmet crafted from the scales of beasts thought to be the descendants of dragons.","GEAR","--","ui/icon/inventory/gear/helm/drake_scale_helm.png",""
"Gear/Helm/Dusker Cap","Helmet","Dusker Cap","fam_beast",3,false,"A hide helm for knights that prefer to take their opponents on toe-to-toe.","GEAR","--","ui/icon/inventory/gear/helm/dusker_cap.png",""
"Gear/Helm/Elemental Hood","Helmet","Elemental Hood","fam_fiend",3,false,"A mystical mask for sorcerous scrappers that provides significant shielding from the elements.","GEAR","--","ui/icon/inventory/gear/helm/elemental_hood.png",""
"Gear/Helm/Feral Kat Hood","Helmet","Feral Kat Hood","",3,false,"A primitive looking hood made to resemble a wild beast.","--","--","ui/icon/inventory/gear/helm/feral_kat_hood.png",""
"Gear/Helm/Fused Demo Helm","Helmet","Fused Demo Helm","fam_gremlin",3,false,"An upgraded Demo Helm fused dangerously with the unstable core from a powerful Blast Cube. It produces an unpleasant hum in your ears.","GEAR","--","ui/icon/inventory/gear/helm/fused_demo_helm.png",""
"Gear/Helm/Gunslinger Hat","Helmet","Gunslinger Hat","",3,false,"A mighty fine piece of headgear worn by pistol-packing warriors from a forgotten time. It's perfect for dueling, searching or drifting across high plains.","--","--","ui/icon/inventory/gear/helm/gunslinger_hat.png",""
"Gear/Helm/Kat Claw Hood","Helmet","Kat Claw Hood","",3,false,"A crudely hewn hood made to resemble a cut-throat warrior of the ill-fated Kat Tribe.","--","--","ui/icon/inventory/gear/helm/kat_claw_hood.png",""
"Gear/Helm/Kat Eye Hood","Helmet","Kat Eye Hood","",3,false,"A crudely hewn hood made to resemble a crack shot warrior of the ill-fated Kat Tribe.","--","--","ui/icon/inventory/gear/helm/kat_eye_hood.png",""
"Gear/Helm/Kat Hiss Hood","Helmet","Kat Hiss Hood","",3,false,"A crudely hewn hood made to resemble a temperamental warrior of the ill-fated Kat Tribe.","--","--","ui/icon/inventory/gear/helm/kat_hiss_hood.png",""
"Gear/Helm/Magikat Hat","Helmet","m.magikat_hat","",3,false,"f.magikat_hat","--","--","ui/icon/inventory/gear/helm/magikat_hat.png",""
"Gear/Helm/Padded Demo Helm","Helmet","Padded Demo Helm","sleep",3,false,"An upgraded helm for bombers that is lined with soft, stimulating padding.","GEAR","--","ui/icon/inventory/gear/helm/padded_demo_helm.png",""
"Gear/Helm/Padded Hunting Cap","Helmet","Padded Hunting Cap","sleep",3,false,"An upgraded helm for hunters that is lined with soft, stimulating padding.","GEAR","--","ui/icon/inventory/gear/helm/padded_hunter_cap.png",""
"Gear/Helm/Pathfinder/Woven Pathfinder Helm, Falcon","Helmet","Woven Falcon Pathfinder Helm","",3,false,"A flexible helm built for mobility and interlaced with slime fibers to protect against prickly and thorny foes.","--","--","ui/icon/inventory/gear/helm/hg_ranger-r3.png",""
"Gear/Helm/Pathfinder/Woven Pathfinder Helm, Firefly","Helmet","Woven Firefly Pathfinder Helm","",3,false,"A flexible helm built for mobility and interlaced with slime fibers to protect against prickly and thorny foes.","--","--","ui/icon/inventory/gear/helm/hg_ranger-r3.png",""
"Gear/Helm/Pathfinder/Woven Pathfinder Helm, Grizzly","Helmet","Woven Grizzly Pathfinder Helm","",3,false,"A flexible helm built for mobility and interlaced with slime fibers to protect against prickly and thorny foes.","--","--","ui/icon/inventory/gear/helm/hg_ranger-r3.png",""
"Gear/Helm/Pathfinder/Woven Pathfinder Helm, Snakebite","Helmet","Woven Snakebite Pathfinder Helm","",3,false,"A flexible helm built for mobility and interlaced with slime fibers to protect against prickly and thorny foes.","--","--","ui/icon/inventory/gear/helm/hg_ranger-r3.png",""
"Gear/Helm/Quicksilver Helm","Helmet","Quicksilver Helm","",3,false,"A fine helmet made out of what was once a Quicksilver.","--","--","ui/icon/inventory/gear/helm/quicksilver_helm.png",""
"Gear/Helm/Scary Skelly Mask","Helmet","Scary Skelly Mask","fam_undead",3,false,"An upgraded Skelly Mask infused with the elemental essence of fear. Wearing it makes the hair on the back of your neck stand up.","GEAR","--","ui/icon/inventory/gear/helm/scary_skelly_mask.png",""
"Gear/Helm/Sentinel/Woven Sentinel Helm, Falcon","Helmet","Woven Falcon Sentinel Helm","",3,false,"A helm imbued with interwoven wolver hair to protect against even the harshest elements.","--","--","ui/icon/inventory/gear/helm/hg_warden-r3.png",""
"Gear/Helm/Sentinel/Woven Sentinel Helm, Firefly","Helmet","Woven Firefly Sentinel Helm","",3,false,"A helm imbued with interwoven wolver hair to protect against even the harshest elements.","--","--","ui/icon/inventory/gear/helm/hg_warden-r3.png",""
